115,464.84
231,466.97
348,467.64
465,466.62
581,466.43
698,463.8
815,462.84
932,467.89
1033,466.01
1149,462.96
1265,464.42
1382,464.74
1500,466.5
1618,464.04
1734,467.72
1850,464.85
1967,464.92
2070,464.6
2170,464.14
2288,456.21
2405,460.32
2522,473.94
2640,462.96
2755,460.78
2873,461.82
2989,462.2
3111,460.43
3227,460.69
3345,462.3
3462,463.05
3578,461.61
3680,461.13
3797,461.35
3915,461.48
4031,460.79
4147,459.87
4264,461.44
4380,460.15
4480,459.76
4580,458.76
4680,458.29
4798,460.02
4916,460.06
5019,459.02
5131,457.18
5252,457.72
5368,458.11
5486,457.48
5602,459.51
5707,456
5824,455.42
5941,458.49
6057,458.39
6158,458.87
6275,459.93
6392,459.75
6492,459.67
6595,458.29
6711,459.14
6827,459.75
6945,463.94
7048,464.16
7150,460.93
7267,460.99
7383,459.75
7501,459.17
7620,458.89
7736,458.05
7854,459.01
7972,449.94
8088,464.39
8205,468.9
8322,459.03
8439,457.28
8539,458.31
8654,466.35
8774,471.07
8890,460.32
9008,459.77
9124,462.42
9241,459.72
9359,459.93
9475,461.96
9575,462.06
9691,460.58
9810,461.4
9927,461.63
10027,461.43
10130,461.95
10246,462.16
10363,464.46
10480,464.36
10597,463.52
10714,464.81
10832,465.5
10949,466.23
11065,466.22
11182,461.64
11299,459.77
11417,466.44
11534,466.18
11650,465.45
11772,467.01
11891,465.37
11992,464.08
12107,464.96
12208,467.57
12328,464.74
12445,466.82
12546,467.2
12646,466.52
12765,465.91
12882,465.25
12984,465.54
13099,463.46
13200,462.18
13317,464.66
13436,466.55
13537,465.84
13639,458.83
13757,480.16
13872,467.22
13990,467.98
14090,468.19
14206,467.25
14323,466.6
14445,466.79
14545,467.82
14647,467.84
14766,468.35
14889,467.03
15000,467.14
15117,470.24
15233,470.28
15349,471.65
15466,470.01
15567,469.28
15667,470.85
15785,466.26
15906,468.03
16009,467.73
16109,467.54
16225,470.05
16342,467.72
16458,466.88
16576,466.54
16691,467.6
16810,466.2
16927,466.94
17043,466.38
17144,465.93
17261,467.1
17379,464.25
17479,463.5
17581,466.43
17681,468.08
17799,466.98
17915,468.05
18019,466.42
18134,466.14
18250,468.16
18367,465.53
18485,466.03
18585,465.8
18700,465.15
18819,466.98
18939,466.69
19050,466.42
19162,456.19
19281,460.94
19398,475.24
19498,463.6
19598,463.67
19698,463.64
19813,464.71
19931,464.72
20048,462.85
20149,461.81
20266,462.24
20383,461.85
20483,462.63
20583,465.02
20683,463.63
20800,462.17
20917,461.78
21017,459.44
21118,459.79
21234,462.42
21353,460.65
21469,462.9
21586,463.17
21703,460.28
21823,460.78
21941,461.38
22041,463.45
22153,461.63
22267,457.62
22382,458
22500,459.62
22617,459.43
22717,457.66
22835,457.99
22951,458.59
23070,457.21
23172,456.91
23289,456.46
23406,455.77
23522,456.04
23642,455.65
23759,456.25
23878,457.15
23994,456.32
24114,455.89
24231,457.71
24348,457.47
24464,454.58
24567,454.54
24686,456.14
24804,454.06
24919,465.93
25038,456.57
25154,453.33
25272,453.45
25389,453.18
25506,455.67
25623,455.86
25740,453.02
25858,451.59
25976,450.88
26078,454.21
26178,455.08
26294,455.44
26411,455.99
26512,455.48
26628,454.28
26746,454.07
26866,455.51
26982,455.5
27098,453.73
27215,455.44
27335,456.74
27452,455.7
27553,455.15
27654,453.02
27770,454.83
27887,455.45
28004,454.96
28121,455.99
28237,454.86
28355,457.19
28471,455.06
28574,456.14
28674,455.13
28790,455.81
28911,458.59
29028,456.76
29144,455.17
29260,455.96
29381,456.86
29500,456.18
29617,455.23
29733,457.99
29850,454.61
29967,455.42
30085,456.34
30204,458.67
30321,457.73
30437,443.52
30555,458.85
30672,456.71
30789,456.51
30906,456.02
31023,459.88
31141,461.35
31258,458.28
31374,457.99
31475,459.63
31575,460.62
31690,457.51
31808,458.68
31925,462.23
32027,460.1
32127,459.48
32227,461.24
32345,463.64
32462,462.2
32562,461.43
32663,462.15
32780,463.55
32897,462.38
32997,462.43
33097,461.03
33198,460.57
33314,463.38
33433,464.99
33549,463.94
33666,463.43
33783,464.41
33900,466.76
34000,468.54
34100,467.34
34200,466.07
34317,463.58
34434,467.48
34539,469.3
34657,470.15
34772,465.84
34889,467.14
35006,468.54
35108,468.81
35223,468.62
35342,469.28
35460,471.45
35578,471.26
35679,467.05
35797,470.99
35914,469.7
36018,462.25
36134,478.55
36251,466.59
36367,465.91
36484,466.82
36586,467.22
36702,467.99
36818,465.52
36936,464.27
37038,465.72
37139,464.48
37259,465.09
37379,466.02
37498,468.62
37614,466.19
37732,465.84
37849,466.2
37967,465.7
38082,465.58
38199,464.16
38316,463.88
38435,464.72
38553,465.71
38669,465.66
38785,466.08
38902,465.89
39002,465.46
39103,462.91
39218,460.23
39336,464.21
39452,464.97
39569,464.47
39672,464.47
39789,463.47
39906,462.03
40006,463.78
40107,464.1
40222,462.6
40340,462.23
40456,463.21
40573,460.76
40689,458.79
40807,459.1
40926,458.58
41042,458.94
41161,458.03
41278,460.63
41399,461.36
41515,450.59
41631,449.19
41748,470.55
41865,459.01
41984,457.08
42087,458.34
42203,457.72
42319,458.18
42436,455.87
42538,455
42654,457.77
42772,460.48
42888,457.01
43004,456.32
43122,456.16
43238,455.47
43356,456.02
43474,455.2
43593,455.65
43710,456.66
43826,453.6
43944,453.27
44045,453.35
44162,453.01
44278,454.51
44395,452.36
44511,451.73
44620,451.78
44736,453.05
44853,449.49
44971,449.07
45087,452.16
45203,450.72
45319,450.02
45438,451.31
45554,452.14
45673,453.15
45789,450.11
45907,451.19
46024,453.16
46140,449.52
46256,447.82
46375,448.15
46492,451.4
46596,451.72
46711,450.45
46828,449.59
46944,450.92
47048,450.46
47148,444.65
47264,463.84
47381,451.33
47498,450.87
47598,450.78
47714,452.15
47831,450.6
47948,452.47
48049,452.85
48170,453.46
48287,454.77
48404,453.18
48524,453.08
48641,454.41
48759,455.25
48876,457.35
48992,458.74
49093,457.46
49193,454.93
49310,453.47
49440,452.47
49553,453.75
49656,453.7
49773,453.82
49889,454.09
50007,455.85
50109,455.29
50225,454.45
50342,455.84
50459,455.93
50579,455.74
50681,456.15
50800,456.53
50917,456.71
51035,456.83
51141,458.91
51261,459.8
51377,457.67
51493,458.97
51611,459.62
51727,458.94
51844,459.14
51961,458.64
52067,459.42
52186,461.36
52306,463.2
52422,463.3
52540,461.96
52655,452.48
52775,451.3
52892,468.29
53012,459.18
53113,460.23
53214,459.1
53331,459.59
53447,458.75
53564,461.86
53684,461.47
53803,461.64
53919,463.57
54036,463.31
54154,462.86
54272,462.08
54392,465.54
54511,465.7
54614,463.8
54731,464.3
54846,465.23
54965,465.55
55081,464.85
55200,467.09
55316,467.17
55434,466.94
55550,467.66
55666,469.44
55787,467.64
55901,469.41
