101,1.11
201,0.69
317,-0.16
417,-0.49
517,0.88
617,1.23
717,0.91
817,0.4
933,-0.32
1050,0.73
1166,0.62
1283,0.66
1400,0.7
1518,0.18
1634,-0.33
1751,0.03
1866,0.29
1984,1.29
2100,0.28
2200,0.69
2301,1.22
2417,0.23
2517,0.62
2617,0.62
2717,0.96
2817,0.67
2917,0.69
3017,1.88
3117,1.37
3217,1.95
3317,1.94
3417,1.99
3517,1.61
3617,1.34
3718,1.54
3835,1.1
3950,1.41
4067,1.61
4184,2.55
4284,1.79
4385,1.02
4501,2.08
4617,0.87
4718,1.18
4834,1.27
4934,2.26
5034,2.38
5134,1.49
5235,0.63
5351,1.45
5468,1.73
5568,1.71
5685,1.25
5801,2.69
5901,2.43
6018,2.18
6137,2.23
6238,2.8
6353,5.19
6454,17.79
6554,0.96
6670,-6.31
6787,-6.98
6905,-6.22
7020,-5.94
7139,-5.91
7239,-4.71
7355,-3.87
7472,-4.94
7588,-4.81
7688,-4.03
7789,-5.06
7905,-3.38
8022,-2.85
8122,-2.74
8222,-2.37
8322,-3.25
8422,-3.74
8522,-3.04
8622,-2.89
8722,-3.42
8823,-4.14
8939,-3.79
9055,-3.45
9155,-2.38
9256,-2.81
9372,-2.59
9473,-2.45
9588,-2.99
9689,-2.96
9805,-3.76
9922,-3.27
10022,-3.14
10122,-3.83
10222,-4.19
10323,-4.49
10439,-4.83
10555,-4.08
10656,-5.51
10771,-4.71
10872,-5.47
10972,-5.07
11072,-4.7
11172,-4.56
11272,-4.57
11372,-5.46
11489,-6.73
11589,-6.64
11690,-6.39
11791,-6.24
11892,-6.27
12008,-5.33
12125,-6.35
12225,-5.95
12326,-6.1
12427,-5.91
12528,-5.35
12628,-4.16
12729,-2.62
12831,-3.15
12947,-4.04
13047,-3.39
13147,-5.11
13248,-5.11
13363,-4.94
13464,-5.69
13564,-5.47
13681,-4.72
13782,-4.44
13883,-4.44
13983,-5.1
14083,-5.52
14183,-5.58
14301,-7.48
14419,-6.22
14536,-5.01
14636,-6.44
14737,-7.31
14838,-6.77
14939,-6.46
15039,-7.31
15139,-6.1
15239,-5.95
15339,-6.11
15440,-7.99
15540,-8.64
15641,-7.43
15742,-7.28
15844,-6.9
15958,-6.78
16059,-7.48
16160,-9.28
16263,-9.1
16364,-9.44
16465,-19.28
16569,-7.34
16671,-3.28
16772,-2.61
16872,-3.27
16975,-4.05
17077,-4.27
17178,-3.54
17278,-2.97
17378,-3.29
17478,-4.06
17594,-3.87
17694,-2.63
17795,-2.31
17897,-3.2
17999,-2.55
18099,-2.76
18199,-2.99
18301,-2.33
18402,-3.03
18503,-2.93
18603,-3.13
18703,-3.61
18804,-2.99
18906,-2.24
19008,-2.45
19123,-2.32
19243,-3.15
19343,-3.54
19443,-2.46
19543,-2.45
19643,-2.76
19759,-2.81
19859,-2.23
19959,-4.09
20059,-3.83
20160,-3.33
20261,-3.21
20361,-2.78
20464,-2.91
20568,-3.8
20670,-4.19
20772,-3.46
20873,-2.94
20973,-2.63
21073,-3.41
21173,-4.11
21276,-3.95
21376,-3.38
